id,sign,type,m,sigma,graphtype,src,isValidation,answer,error,unsignedError,index,
4,-1,line,0.2,0.15,quad,data/P4/quad/line/S0.15m-0.2.png,,,,,0,
4,-1,line,0.4,0.15,quad,data/P4/quad/line/S0.15m-0.4.png,,,,,1,
4,1,linetrend,0.4,0.15,trig,data/P4/quad/line/S0.15m-0.4.png,1,,,,2,
4,1,line,0.2,0.15,quad,data/P4/quad/line/S0.15m0.2.png,,,,,3,
4,1,line,0.1,0.15,quad,data/P4/quad/line/S0.15m0.1.png,,,,,4,
4,1,line,0.4,0.15,quad,data/P4/quad/line/S0.15m0.4.png,,,,,5,
4,1,line,0.8,0.15,trig,data/P4/trig/line/S0.15m0.8.png,,,,,6,
4,-1,line,0.1,0.15,line,data/P4/line/line/S0.15m-0.1.png,,,,,7,
4,-1,line,0.8,0.15,line,data/P4/line/line/S0.15m-0.8.png,,,,,8,
4,-1,line,0.2,0.2,line,data/P4/line/line/S0.2m-0.2.png,,,,,9,
4,1,linetrend,0.8,0.05,line,data/P4/line/line/S0.2m-0.2.png,1,,,,10,
4,-1,line,0.4,0.2,line,data/P4/line/line/S0.2m-0.4.png,,,,,11,
4,1,line,0.2,0.2,line,data/P4/line/line/S0.2m0.2.png,,,,,12,
4,1,line,0.1,0.2,line,data/P4/line/line/S0.2m0.1.png,,,,,13,
4,1,line,0.4,0.2,quad,data/P4/quad/line/S0.2m0.4.png,,,,,14,
4,1,line,0.8,0.2,quad,data/P4/quad/line/S0.2m0.8.png,,,,,15,
4,-1,line,0.1,0.2,line,data/P4/line/line/S0.2m-0.1.png,,,,,16,
4,-1,line,0.8,0.2,trig,data/P4/trig/line/S0.2m-0.8.png,,,,,17,
4,-1,line,0.2,0.1,trig,data/P4/trig/line/S0.1m-0.2.png,,,,,18,
4,-1,line,0.4,0.1,trig,data/P4/trig/line/S0.1m-0.4.png,,,,,19,
4,1,line,0.2,0.1,trig,data/P4/trig/line/S0.1m0.2.png,,,,,20,
4,1,line,0.1,0.1,line,data/P4/line/line/S0.1m0.1.png,,,,,21,
4,1,line,0.4,0.1,trig,data/P4/trig/line/S0.1m0.4.png,,,,,22,
4,1,line,0.8,0.1,line,data/P4/line/line/S0.1m0.8.png,,,,,23,
4,-1,line,0.1,0.1,trig,data/P4/trig/line/S0.1m-0.1.png,,,,,24,
4,-1,line,0.8,0.1,quad,data/P4/quad/line/S0.1m-0.8.png,,,,,25,
4,-1,line,0.2,0.05,quad,data/P4/quad/line/S0.05m-0.2.png,,,,,26,
4,-1,line,0.4,0.05,trig,data/P4/trig/line/S0.05m-0.4.png,,,,,27,
4,1,line,0.2,0.05,line,data/P4/line/line/S0.05m0.2.png,,,,,28,
4,1,line,0.1,0.05,line,data/P4/line/line/S0.05m0.1.png,,,,,29,
4,1,line,0.4,0.05,quad,data/P4/quad/line/S0.05m0.4.png,,,,,30,
4,1,line,0.8,0.05,line,data/P4/line/line/S0.05m0.8.png,,,,,31,
4,-1,line,0.1,0.05,trig,data/P4/trig/line/S0.05m-0.1.png,,,,,32,
4,-1,line,0.8,0.05,quad,data/P4/quad/line/S0.05m-0.8.png,,,,,33,
4,-1,scatter,0.2,0.15,trig,data/P4/trig/scatter/S0.15m-0.2.png,,,,,34,
4,-1,scatter,0.4,0.15,line,data/P4/line/scatter/S0.15m-0.4.png,,,,,35,
4,1,scatter,0.2,0.15,trig,data/P4/trig/scatter/S0.15m0.2.png,,,,,36,
4,1,scatter,0.1,0.15,quad,data/P4/quad/scatter/S0.15m0.1.png,,,,,37,
4,1,scatter,0.4,0.15,trig,data/P4/trig/scatter/S0.15m0.4.png,,,,,38,
4,1,scatter,0.8,0.15,quad,data/P4/quad/scatter/S0.15m0.8.png,,,,,39,
4,-1,scatter,0.1,0.15,quad,data/P4/quad/scatter/S0.15m-0.1.png,,,,,40,
4,-1,scatter,0.8,0.15,line,data/P4/line/scatter/S0.15m-0.8.png,,,,,41,
4,-1,scatter,0.2,0.2,quad,data/P4/quad/scatter/S0.2m-0.2.png,,,,,42,
4,-1,scatter,0.4,0.2,quad,data/P4/quad/scatter/S0.2m-0.4.png,,,,,43,
4,1,scatter,0.2,0.2,line,data/P4/line/scatter/S0.2m0.2.png,,,,,44,
4,1,scatter,0.1,0.2,line,data/P4/line/scatter/S0.2m0.1.png,,,,,45,
4,1,scatter,0.4,0.2,trig,data/P4/trig/scatter/S0.2m0.4.png,,,,,46,
4,1,scatter,0.8,0.2,trig,data/P4/trig/scatter/S0.2m0.8.png,,,,,47,
4,-1,scatter,0.1,0.2,trig,data/P4/trig/scatter/S0.2m-0.1.png,,,,,48,
4,-1,scatter,0.8,0.2,line,data/P4/line/scatter/S0.2m-0.8.png,,,,,49,
4,-1,scatter,0.2,0.1,line,data/P4/line/scatter/S0.1m-0.2.png,,,,,50,
4,-1,scatter,0.4,0.1,line,data/P4/line/scatter/S0.1m-0.4.png,,,,,51,
4,1,scatter,0.2,0.1,quad,data/P4/quad/scatter/S0.1m0.2.png,,,,,52,
4,1,scatter,0.1,0.1,line,data/P4/line/scatter/S0.1m0.1.png,,,,,53,
4,1,scatter,0.4,0.1,line,data/P4/line/scatter/S0.1m0.4.png,,,,,54,
4,1,scatter,0.8,0.1,quad,data/P4/quad/scatter/S0.1m0.8.png,,,,,55,
4,-1,scatter,0.1,0.1,trig,data/P4/trig/scatter/S0.1m-0.1.png,,,,,56,
4,-1,scattertrend,0.4,0.1,line,data/P4/trig/scatter/S0.1m-0.1.png,1,,,,57,
4,-1,scatter,0.8,0.1,quad,data/P4/quad/scatter/S0.1m-0.8.png,,,,,58,
4,-1,scatter,0.2,0.05,line,data/P4/line/scatter/S0.05m-0.2.png,,,,,59,
4,-1,scatter,0.4,0.05,line,data/P4/line/scatter/S0.05m-0.4.png,,,,,60,
4,1,scatter,0.2,0.05,quad,data/P4/quad/scatter/S0.05m0.2.png,,,,,61,
4,1,scatter,0.1,0.05,trig,data/P4/trig/scatter/S0.05m0.1.png,,,,,62,
4,1,scatter,0.4,0.05,quad,data/P4/quad/scatter/S0.05m0.4.png,,,,,63,
4,1,scatter,0.8,0.05,quad,data/P4/quad/scatter/S0.05m0.8.png,,,,,64,
4,-1,scatter,0.1,0.05,quad,data/P4/quad/scatter/S0.05m-0.1.png,,,,,65,
4,-1,scatter,0.8,0.05,trig,data/P4/trig/scatter/S0.05m-0.8.png,,,,,66,
4,-1,area,0.2,0.15,quad,data/P4/quad/area/S0.15m-0.2.png,,,,,67,
4,-1,area,0.4,0.15,trig,data/P4/trig/area/S0.15m-0.4.png,,,,,68,
4,1,area,0.2,0.15,trig,data/P4/trig/area/S0.15m0.2.png,,,,,69,
