id,sign,type,m,sigma,graphtype,src,isValidation,answer,error,unsignedError,index,,,
12,-1,line,0.2,0.15,trig,data/P12/trig/line/S0.15m-0.2.png,,,,,0,-0.2,,
12,-1,line,0.4,0.15,quad,data/P12/quad/line/S0.15m-0.4.png,,,,,1,-0.4,,
12,1,line,0.2,0.15,trig,data/P12/trig/line/S0.15m0.2.png,,,,,2,0.2,,
12,1,line,0.1,0.15,quad,data/P12/quad/line/S0.15m0.1.png,,,,,3,0.1,,
12,1,line,0.4,0.15,line,data/P12/line/line/S0.15m0.4.png,,,,,4,0.4,,
12,1,line,0.8,0.15,trig,data/P12/trig/line/S0.15m0.8.png,,,,,5,0.8,,
12,-1,line,0.1,0.15,line,data/P12/line/line/S0.15m-0.1.png,,,,,6,-0.1,,
12,-1,line,0.8,0.15,quad,data/P12/quad/line/S0.15m-0.8.png,,,,,7,-0.8,,
12,-1,line,0.2,0.2,line,data/P12/line/line/S0.2m-0.2.png,,,,,8,-0.2,,
12,-1,linetrend,0.4,0.15,quad,data/P12/quad/linetrend/S0.15m-0.4.png,1,,,,9,-0.4,,
12,-1,line,0.4,0.2,trig,data/P12/trig/line/S0.2m-0.4.png,,,,,10,-0.4,,
12,1,line,0.2,0.2,line,data/P12/line/line/S0.2m0.2.png,,,,,11,0.2,,
12,1,line,0.1,0.2,trig,data/P12/trig/line/S0.2m0.1.png,,,,,12,0.1,,
12,1,line,0.4,0.2,trig,data/P12/trig/line/S0.2m0.4.png,,,,,13,0.4,,
12,1,line,0.8,0.2,line,data/P12/line/line/S0.2m0.8.png,,,,,14,0.8,,
12,-1,line,0.1,0.2,quad,data/P12/quad/line/S0.2m-0.1.png,,,,,15,-0.1,,
12,-1,line,0.8,0.2,line,data/P12/line/line/S0.2m-0.8.png,,,,,16,-0.8,,
12,-1,line,0.2,0.1,line,data/P12/line/line/S0.1m-0.2.png,,,,,17,-0.2,,
12,-1,line,0.4,0.1,quad,data/P12/quad/line/S0.1m-0.4.png,,,,,18,-0.4,,
12,1,line,0.2,0.1,quad,data/P12/quad/line/S0.1m0.2.png,,,,,19,0.2,,
12,1,line,0.1,0.1,line,data/P12/line/line/S0.1m0.1.png,,,,,20,0.1,,
12,1,line,0.4,0.1,trig,data/P12/trig/line/S0.1m0.4.png,,,,,21,0.4,,
12,1,line,0.8,0.1,line,data/P12/line/line/S0.1m0.8.png,,,,,22,0.8,,
12,-1,line,0.1,0.1,quad,data/P12/quad/line/S0.1m-0.1.png,,,,,23,-0.1,,
12,-1,line,0.8,0.1,line,data/P12/line/line/S0.1m-0.8.png,,,,,24,-0.8,,
12,-1,line,0.2,0.05,quad,data/P12/quad/line/S0.05m-0.2.png,,,,,25,-0.2,,
12,-1,line,0.4,0.05,line,data/P12/line/line/S0.05m-0.4.png,,,,,26,-0.4,,
12,1,line,0.2,0.05,quad,data/P12/quad/line/S0.05m0.2.png,,,,,27,0.2,,
12,1,line,0.1,0.05,trig,data/P12/trig/line/S0.05m0.1.png,,,,,28,0.1,,
12,1,line,0.4,0.05,line,data/P12/line/line/S0.05m0.4.png,,,,,29,0.4,,
12,1,line,0.8,0.05,quad,data/P12/quad/line/S0.05m0.8.png,,,,,30,0.8,,
12,-1,line,0.1,0.05,line,data/P12/line/line/S0.05m-0.1.png,,,,,31,-0.1,,
12,-1,line,0.8,0.05,trig,data/P12/trig/line/S0.05m-0.8.png,,,,,32,-0.8,,
12,-1,scatter,0.2,0.15,quad,data/P12/quad/scatter/S0.15m-0.2.png,,,,,33,-0.2,,
12,-1,scatter,0.4,0.15,line,data/P12/line/scatter/S0.15m-0.4.png,,,,,34,-0.4,,
12,1,scatter,0.2,0.15,quad,data/P12/quad/scatter/S0.15m0.2.png,,,,,35,0.2,,
12,1,scatter,0.1,0.15,line,data/P12/line/scatter/S0.15m0.1.png,,,,,36,0.1,,
12,1,scatter,0.4,0.15,line,data/P12/line/scatter/S0.15m0.4.png,,,,,37,0.4,,
12,1,scatter,0.8,0.15,line,data/P12/line/scatter/S0.15m0.8.png,,,,,38,0.8,,
12,-1,scatter,0.1,0.15,quad,data/P12/quad/scatter/S0.15m-0.1.png,,,,,39,-0.1,,
12,-1,scatter,0.8,0.15,line,data/P12/line/scatter/S0.15m-0.8.png,,,,,40,-0.8,,
12,-1,scatter,0.2,0.2,trig,data/P12/trig/scatter/S0.2m-0.2.png,,,,,41,-0.2,,
12,-1,scatter,0.4,0.2,trig,data/P12/trig/scatter/S0.2m-0.4.png,,,,,42,-0.4,,
12,1,scatter,0.2,0.2,quad,data/P12/quad/scatter/S0.2m0.2.png,,,,,43,0.2,,
12,-1,scattertrend,0.2,0.05,trig,data/P12/trig/scattertrend/S0.05m-0.2.png,1,,,,44,-0.2,,
12,1,scatter,0.1,0.2,line,data/P12/line/scatter/S0.2m0.1.png,,,,,45,0.1,,
12,1,scatter,0.4,0.2,quad,data/P12/quad/scatter/S0.2m0.4.png,,,,,46,0.4,,
12,1,scatter,0.8,0.2,trig,data/P12/trig/scatter/S0.2m0.8.png,,,,,47,0.8,,
12,-1,scatter,0.1,0.2,trig,data/P12/trig/scatter/S0.2m-0.1.png,,,,,48,-0.1,,
12,-1,scatter,0.8,0.2,line,data/P12/line/scatter/S0.2m-0.8.png,,,,,49,-0.8,,
12,-1,scatter,0.2,0.1,trig,data/P12/trig/scatter/S0.1m-0.2.png,,,,,50,-0.2,,
12,-1,scatter,0.4,0.1,quad,data/P12/quad/scatter/S0.1m-0.4.png,,,,,51,-0.4,,
12,1,scatter,0.2,0.1,trig,data/P12/trig/scatter/S0.1m0.2.png,,,,,52,0.2,,
12,1,scatter,0.1,0.1,trig,data/P12/trig/scatter/S0.1m0.1.png,,,,,53,0.1,,
12,1,scatter,0.4,0.1,trig,data/P12/trig/scatter/S0.1m0.4.png,,,,,54,0.4,,
